direccion,mun_clean,codigo_postal,provincia,gasolina_95,gasolina_98,diesel,diesel_premium,lon,lat,rotulo,horario,ultimo_dato
"Calle Real (Campamento), 79",San Roque,11314,Cádiz,1.769,1.879,1.769,1.839,-5.37275,36.173639,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Calle Real De Abajo, S/N",Los Yébenes,45470,Toledo,1.759,1.889,1.809,1.899,-3.867389,39.574111,REPSOL,L-D: 07:00-21:00,2022-04-12T00:00:00Z
"Calle Real De Arganda, 74",Madrid,28031,Madrid,1.809,1.949,1.829,1.919,-3.604056,40.37575,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Calle Real De San Sebastian, 68",Brunete,28690,Madrid,1.759,NA,1.797,NA,-3.993806,40.396722,CHEAPOIL,L-D: 08:00-22:00,2022-04-11T00:01:00Z
"Calle Real De Segovia, 36",Canalejas De Peñafiel,47311,Valladolid,NA,NA,NA,NA,-4.112861,41.523306,NO TIENE,L-D: 24H,2022-04-11T10:26:00Z
"Calle Real, 122",Yunquera De Henares,19210,Guadalajara,1.759,1.889,1.789,1.859,-3.166861,40.750139,REPSOL,L-S: 07:00-22:00,2022-04-12T00:00:00Z
"Calle Real, 125",Parla,28980,Madrid,1.769,NA,1.759,NA,-3.766333,40.249139,BALLENOIL,L-D: 24H,2022-04-12T11:28:00Z
"Calle Real, 2",Madrid,28044,Madrid,1.819,1.961,1.839,1.929,-3.743389,40.363361,BP CARABANCHEL,L-D: 24H,2022-04-12T00:00:00Z
"Calle Real, 2",Collado Villalba,28400,Madrid,1.779,1.929,1.809,1.899,-4.004694,40.626056,REPSOL,L-D: 24H,2022-04-12T00:00:00Z
"Calle Real, 228",San Fernando,11100,Cádiz,1.769,1.911,1.769,1.859,-6.208361,36.456583,BP CALLE REAL,L-D: 06:00-23:00,2022-04-12T00:00:00Z
"Calle Real, 5",Castillejo De Iniesta,16250,Cuenca,NA,NA,NA,NA,-1.759417,39.525444,CASTIJORGE S. COOP. DE C-LM,L-D: 24H,2022-04-11T11:26:00Z
"Calle Real, 547",Mataró,08302,Barcelona,1.784,1.916,1.779,1.859,2.440722,41.534167,CEPSA,L-V: 08:00-20:30; S: 09:00-20:30,2022-04-12T00:00:00Z
"Calle Real, 56",San Roque,11314,Cádiz,1.729,NA,1.699,NA,-5.375944,36.175861,PETROPRIX,L-D: 24H,2022-04-12T13:10:00Z
"Calle Real, 66",Noáin (Valle De Elorz)/Noain (Elortzibar),31110,Navarra,1.794,1.926,1.819,1.919,-1.633722,42.762889,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle Real, 92",Camarena,45180,Toledo,1.799,1.919,1.799,1.899,-4.117694,40.087167,AGUDO GASOLEOS,L-D: 24H,2022-04-11T22:30:00Z
"Calle Real, S/N",Alcubillas,13391,Ciudad Real,1.819,NA,1.849,1.929,-3.139194,38.75575,CEPSA,M-D: 07:00-21:00,2022-04-11T08:29:00Z
"Calle Real, S/N",Parla,28980,Madrid,1.779,NA,1.829,1.919,-3.776083,40.230861,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle Recasens I Mercade, 79",Reus,43206,Tarragona,1.779,1.889,1.779,1.849,1.083917,41.152222,GALP,L-D: 06:00-22:00,2022-04-11T02:51:00Z
"Calle Rech Esq Creu, S/N",Binissalem,07350,Balears (Illes),1.829,NA,1.869,NA,2.839972,39.686861,REPSOL,L-D: 06:00-22:00,2022-04-12T09:15:00Z
"Calle Recinto Ferial, Manzana R-2, S/N",Zafra,06300,Badajoz,1.748,NA,1.838,NA,-6.413083,38.429833,PETROCAR,L-D: 24H,2022-04-11T15:16:00Z
"Calle Reconquista De Sevilla, S/N",Laredo,39770,Cantabria,1.819,NA,1.829,1.919,-3.41275,43.410722,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Calle Recta De Peñaflor, 12",Grado,33820,Asturias,1.719,NA,1.709,NA,-6.054528,43.39625,FAST FUEL,L-D: 24H,2022-04-11T14:40:00Z
"Calle Refradigas, 1",Bilbao,48001,Bizkaia,NA,NA,NA,NA,-3.07225,43.349972,HAM BILBAO,L-D: 24H,2022-04-11T11:45:00Z
"Calle Regiones Devastadas, 37",Espejo,14830,Córdoba,1.819,1.919,1.839,1.869,-4.555528,37.674806,SHELL,L-D: 06:00-22:00,2022-04-11T15:13:00Z
"Calle Regiones Devastadas, 5",Espejo,14830,Córdoba,1.786,NA,1.73,NA,-4.556306,37.674528,CEPSA,L-D: 24H,2022-04-11T09:45:00Z
"Calle Regiones Devastadas, S/N",Espejo,14830,Córdoba,1.789,NA,1.829,NA,-4.549667,37.6805,CEPSA,L-D: 07:00-21:00,2022-04-11T20:58:00Z
"Calle Reina (De La), 20",Aranjuez,28300,Madrid,1.789,1.928,1.799,NA,-3.591139,40.038472,EMBOCADOR,L-D: 07:00-23:00,2022-04-12T15:00:00Z
"Calle Reino Unido, 1",Almoradí,03160,Alicante,1.829,NA,1.849,NA,-0.800556,38.100389,.ES CARBURANTES,L-D: 24H,2022-04-11T10:29:00Z
"Calle Remachadores, 2",San Fernando,11100,Cádiz,NA,NA,1.749,NA,-6.206056,36.471278,BALLENOIL,L-D: 24H,2022-04-12T15:51:00Z
"Calle Renclusa, 36",L'hospitalet De Llobregat,08905,Barcelona,1.769,1.899,1.799,1.899,2.106722,41.369806,BP,L-D: 24H,2022-04-11T10:13:00Z
"Calle Republica Argentina, 8",Vigo,36201,Pontevedra,1.819,1.949,1.829,1.899,-8.717917,42.238472,REPSOL,L-S: 07:30-22:30; D: 07:30-15:00,2022-04-12T00:00:00Z
"Calle Republica Argentina, S/N",L'alcúdia,46250,Valencia / València,1.729,NA,1.759,NA,-0.498889,39.196111,CAMPSA EXPRESS,L-D: 24H,2022-04-12T00:00:00Z
"Calle Republica Checa, 1",Santander,39011,Cantabria,1.719,1.899,1.719,1.779,-3.859333,43.457806,NUEVA ALISAL,L-D: 07:00-23:00,2022-04-11T08:39:00Z
"Calle Repuente, 35",Santander,39012,Cantabria,1.839,1.969,1.819,1.919,-3.83325,43.464556,SHELL,L-D: 07:00-23:00,2022-04-12T13:40:00Z
"Calle Repuente, 6",Santander,39012,Cantabria,1.809,1.969,1.809,1.869,-3.833917,43.464861,GALP,L-D: 06:30-22:30,2022-04-11T02:51:00Z
"Calle Repujadores, 2",Ubrique,11600,Cádiz,1.739,NA,1.799,NA,-5.452306,36.659667,GO UBRIQUE,L-D: 24H,2022-04-12T13:32:00Z
"Calle Requena, 20",Manises,46940,Valencia / València,1.799,1.849,1.799,1.849,-0.463444,39.48525,ESTACIÓN AEROPUERTO,L-S: 07:00-22:00; D: 08:00-20:00,2022-04-11T14:14:00Z
"Calle Requijada, 2",Nava De La Asunción,40450,Segovia,1.799,NA,1.809,NA,-4.510972,41.156556,GAR,L-D: 24H,2022-04-11T10:33:00Z
"Calle Resina, 4",Madrid,28021,Madrid,1.687,NA,1.717,1.737,-3.693833,40.336556,BALLENOIL,L-D: 24H,2022-04-12T17:57:00Z
"Calle Reus, 13",Madrid,28044,Madrid,1.787,NA,1.775,1.795,-3.74275,40.371694,BALLENOIL,L-D: 24H,2022-04-11T10:51:00Z
"Calle Rey Carlos Iii,, 31",Águilas,30880,Murcia,1.743,1.875,1.79,1.89,-1.584694,37.403944,ANIBAL,L-D: 07:00-23:00,2022-04-12T11:39:00Z
"Calle Rey Pastor, 16",Leganés,28914,Madrid,NA,NA,1.779,NA,-3.743611,40.327806,BALLENOIL,L-D: 24H,2022-04-12T11:24:00Z
"Calle Reyes Catolicos, 2",Vitoria-Gasteiz,01013,Araba/Álava,1.814,1.946,1.825,1.925,-2.672944,42.855,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle Reyes Catolicos, 2",Telde,35200,Palmas (Las),1.404,1.534,1.405,1.524,-15.423861,27.991778,DISA PUNTO FIELATO,L-D: 24H,2022-04-12T16:37:00Z
"Calle Reyes De España, 38",Salamanca,37008,Salamanca,1.799,1.939,1.839,1.929,-5.665667,40.957167,REPSOL,L-D: 07:00-23:00,2022-04-11T09:15:00Z
"Calle Ricardo Martin Esperanza, 1",San Cibrao Das Viñas,32901,Ourense,1.694,NA,1.693,NA,-7.811972,42.289972,SUPERFUEL,L-D: 07:30-23:00,2022-04-11T18:20:00Z
"Calle Ricardo Martín Esperanza, 12",San Cibrao Das Viñas,32911,Ourense,NA,NA,NA,NA,-7.813833,42.289667,"NATURGY",L-D: 24H,2022-04-12T00:00:00Z
"Calle Ricardo Martín Esperanza, 12, 12",San Cibrao Das Viñas,32911,Ourense,1.799,1.998,1.798,1.858,-7.816611,42.289722,STAROIL SAN CIBRAO,L-D: 24H,2022-04-11T10:00:00Z
"Calle Ricardo Ortiz, 44",Madrid,28017,Madrid,1.819,1.939,1.849,1.939,-3.658528,40.426028,BP,L-D: 24H,2022-04-11T10:04:00Z
"Calle Ricardo Tormo, 6",Leganés,28914,Madrid,1.719,NA,1.729,NA,-3.760694,40.314889,PETROPRIX,L-D: 24H,2022-04-12T13:10:00Z
"Calle Riera D'en Misser, 2",Canet De Mar,08360,Barcelona,1.799,1.899,1.829,1.889,2.56925,41.596583,STAR PETROLEUM,L: 07:00-22:00,2022-04-12T15:00:00Z
"Calle Riera De Gaia (De La), 20",Torredembarra,43830,Tarragona,1.734,NA,1.759,NA,1.393306,41.15025,OILPRIX,L-D: 24H,2022-04-12T10:00:00Z
"Calle Riera De Gualba, 1",Gualba,08474,Barcelona,1.839,1.981,1.849,1.939,2.533278,41.713583,BP GUALBA,L-D: 24H,2022-04-12T00:00:00Z
"Calle Riera Del Fonollar, 38",Sant Boi De Llobregat,08830,Barcelona,NA,NA,NA,NA,2.038889,41.326389,CAN CALDERÓN - CLAUS  (GNC),L-D: 24H,2022-04-11T11:52:00Z
"Calle Rigoberto Diaz Melero, S/N",Güímar,38500,Santa Cruz De Tenerife,1.449,1.659,1.449,1.609,-16.410972,28.313,SHELL GUIMAR,L-D: 06:00-22:00,2022-04-11T11:51:00Z
"Calle Rio Aragon, 1",Jaca,22700,Huesca,1.819,NA,1.849,NA,-0.570222,42.563667,HIPER OIL,L-D: 07:00-23:00,2022-04-11T15:12:00Z
"Calle Rio Arevalillo, 23",Ávila,05004,Ávila,1.687,NA,1.687,NA,-4.685528,40.667694,PETROPRIX,L-D: 24H,2022-04-12T13:10:00Z
"Calle Rio Bodion, 64",Puebla De Sancho Pérez,06310,Badajoz,1.779,NA,1.849,1.9,-6.399917,38.415444,CEPSA,L-D: 07:00-23:00,2022-04-11T08:32:00Z
"Calle Rio Duero, 11",Ávila,05004,Ávila,1.699,NA,1.699,NA,-4.679472,40.664167,REPOSTAR,L-D: 24H,2022-04-11T14:19:00Z
"Calle Rio Duero, 12",Guijuelo,37770,Salamanca,1.709,NA,1.729,NA,-5.667972,40.567472,IBERFUEL,L-D: 24H,2022-04-11T09:52:00Z
"Calle Rio Ebro, 1",Granja De Rocamora,03348,Alicante,1.809,NA,1.819,NA,-0.882139,38.154389,JOSBERFUEL,L-D: 00:00-23:59,2022-04-11T07:01:00Z
"Calle Rio Fuertes, 1",Albelda De Iregua,26120,Rioja (La),1.789,1.979,1.839,1.929,-2.476944,42.390417,SHELL,L-V: 07:30-21:00; S: 08:00-21:00; D: 09:00-15:00,2022-04-11T09:23:00Z
"Calle Rio Guadarranque, 1",El Puerto De Santa María,11500,Cádiz,1.719,NA,1.729,NA,-6.220694,36.596722,PETROPRIX,L-D: 24H,2022-04-12T13:10:00Z
"Calle Rio Jarama, 45",Toledo,45007,Toledo,1.749,NA,1.779,NA,-3.9625,39.868139,AVIA,L-D: 24H,2022-04-11T19:30:00Z
"Calle Rio Jarama, 51",Toledo,45007,Toledo,NA,NA,NA,NA,-3.960583,39.869028,"NATURGY TOLEDO",L-D: 24H,2022-04-12T00:00:00Z
"Calle Rio Jarama, 74",Toledo,45007,Toledo,1.729,NA,1.739,NA,-3.953444,39.871222,PETROPRIX,L-D: 24H,2022-04-12T13:10:00Z
"Calle Río Seco, 99",Murcia,30835,Murcia,1.749,1.799,1.749,1.799,-1.216778,37.956667,E.LECLERC HIPERMERCADO,L-D: 24H,2022-04-11T08:00:00Z
"Calle Rio Tajo, 2",El Puerto De Santa María,11500,Cádiz,1.739,NA,1.739,1.759,-6.213389,36.612611,PETROL & GO PUERTO DE SANTA MARIA,L: 24H,2022-04-12T10:11:00Z
"Calle Rio Viejo Esq.ctra.el Copero.p.ind.ctra. De La Isla, S/N",Dos Hermanas,41089,Sevilla,1.869,NA,1.889,NA,-5.989333,37.293222,OCTANOS,L-V: 06:00-22:00; S: 06:00-14:00,2022-04-11T12:32:00Z
"Calle Rioja, 20",Coslada,28821,Madrid,1.819,1.951,1.859,1.925,-3.557694,40.435417,CEPSA,L-D: 06:00-22:00,2022-04-12T00:01:00Z
"Calle Rioja, 23",Coslada,28821,Madrid,1.819,1.951,1.859,1.925,-3.559611,40.436444,CEPSA,L-V: 06:00-22:00,2022-04-12T00:01:00Z
"Calle Ripoll, 1",Vic,08500,Barcelona,1.689,NA,1.719,1.769,2.253111,41.945917,ESCLATOIL,L-D: 24H,2022-04-11T22:00:00Z
"Calle Riu Xuquer, 58",Aldaia,46960,Valencia / València,1.677,NA,1.677,NA,-0.441139,39.464472,BIOENER,L-D: 24H,2022-04-11T12:24:00Z
"Calle Rivas, 14",Madrid,28052,Madrid,NA,NA,NA,NA,-3.588917,40.398222,"NATURGY",L-D: 24H,2022-04-12T00:00:00Z
"Calle Rm-605 - Los Pedro Antonios, 22",Cartagena,30390,Murcia,1.799,NA,1.829,NA,-1.073444,37.693667,EE.SS. ALJORRA,L: 05:30-22:30,2022-04-11T10:15:00Z
"Calle Roble, 6",Moraleja De Enmedio,28950,Madrid,1.759,NA,1.759,NA,-3.849806,40.260667,MORAFUEL,L-D: 24H,2022-04-11T12:12:00Z
"Calle Roc Boronat, 10",Barcelona,08005,Barcelona,1.719,NA,1.719,NA,2.201667,41.397556,BENZINERA POBLE NOU,L-D: 24H,2022-04-12T02:17:00Z
"Calle Rocafort, 40",Sabadell,08205,Barcelona,1.799,NA,1.819,NA,2.098,41.536722,U.S.SABADELL   - GAS-OILS ROVIRA-,L-D: 24H,2022-04-11T10:05:00Z
"Calle Rodiguez De Miguel 5, 5",Fuentesaúco,49400,Zamora,1.739,1.849,1.779,1.829,-5.494472,41.233472,SEGUIN Y DIEGO S.L.,L-V: 07:00-21:30; S: 08:00-21:30; D: 08:00-15:00,2022-04-12T00:00:00Z
"Calle Roger De Flor, 58",Barcelona,08013,Barcelona,1.834,1.966,1.819,1.899,2.180944,41.392722,CEPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle Roma, De, 2",Terrassa,08228,Barcelona,1.899,1.999,1.759,1.959,2.035361,41.533167,REPSOL,L-D: 24H,2022-04-11T17:12:00Z
"Calle Romero,2 - Avda. Libertad, S/N",Elda,03600,Alicante,1.794,NA,1.824,1.89,-0.795194,38.491972,CEPSA,L-D: 06:00-22:00,2022-04-12T10:13:00Z
"Calle Ronda Aurora Boreal, 3",Jerez De La Frontera,11408,Cádiz,1.678,1.779,1.687,1.698,-6.157806,36.694972,ALCAMPO,L-D: 24H,2022-04-12T15:21:00Z
"Calle Ronda De Alzira, 15",Algemesí,46680,Valencia / València,1.799,1.941,1.799,1.889,-0.441056,39.19125,BP ALGEMESI I - SAN CRISTOBAL,L-D: 06:00-22:00,2022-04-11T06:00:00Z
"Calle Ronda De La Mata, S/N",Ciudad Real,13004,Ciudad Real,1.779,1.889,1.809,1.879,-3.920833,38.983083,REPSOL,L-D: 06:30-22:30,2022-04-12T00:00:00Z
"Calle Ronda De La Rivera, 15",Moraleja,10848,Cáceres,NA,NA,1.85,NA,-6.717472,40.043361,COOPERATIVA VIRGEN DE FATIMA,L-D: 24H,2022-04-11T10:04:00Z
"Calle Ronda De Toledo, 21",Ciudad Real,13003,Ciudad Real,1.749,1.989,1.779,1.879,-3.92475,38.994639,SHELL,L-D: 06:30-22:30,2022-04-11T18:17:00Z
"Calle Ronda Del Calvari, 73",Algemesí,46680,Valencia / València,1.789,NA,1.789,NA,-0.434528,39.199028,OIL CITY,L-D: 24H,2022-04-11T16:47:00Z
"Calle Ronda Del Calvario, 37",Algemesí,46680,Valencia / València,1.789,1.959,1.779,NA,-0.438806,39.196444,REDOIL,L-S: 06:00-22:00; D: 07:00-22:00,2022-04-12T18:00:00Z
"Calle Ronda Del Tamarguillo, S/N",Sevilla,41006,Sevilla,1.676,1.768,1.685,1.713,-5.965194,37.370472,ALCAMPO S.A.,L-D: 24H,2022-04-12T09:12:00Z
"Calle Ronda Exterior, 22",Chauchina,18330,Granada,1.789,NA,1.799,1.889,-3.777333,37.191583,BP,L-D: 06:30-23:00,2022-04-09T06:30:00Z
"Calle Ronda Interior Sur, Sn",Valladolid,47008,Valladolid,1.739,1.849,1.759,1.829,-4.720778,41.618556,GALP,L-D: 07:00-23:00,2022-04-11T03:07:00Z
"Calle Ronda Lindarajas, S/N",Atarfe,18230,Granada,1.729,NA,1.749,NA,-3.681944,37.221667,E.S. EL MOLINO ATARFE DOS,L-D: 24H,2022-04-12T08:35:00Z
"Calle Ronda Norte, S/N",Villanueva De La Serena,06712,Badajoz,NA,NA,1.815,NA,-5.724833,39.068028,COOPERATIVA LA SAGRADA FAMILIA,L-D: 24H,2022-04-11T08:57:00Z
"Calle Ronda Puente Nuevo, Sn",Castro Del Río,14840,Córdoba,1.749,NA,1.799,1.849,-4.486028,37.691333,REPSOL,L-S: 06:00-22:00; D: 08:00-14:00,2022-04-12T00:00:00Z
"Calle Ronda Reus, 25/27",Tortosa,43500,Tarragona,1.819,1.939,1.809,1.859,0.522667,40.808083,CAMPSA,L-D: 08:00-13:30 y 16:30-20:00,2022-04-12T19:09:00Z
"Calle Ronda, 34",Montellano,41770,Sevilla,NA,NA,1.717,NA,-5.566972,36.992583,NO TIENE,L-S: 08:00-21:00,2022-04-11T10:39:00Z
"Calle Rosa De Luxemburgo, 18",Talavera De La Reina,45600,Toledo,1.857,NA,1.779,NA,-4.849333,39.958,ONE1OIL GASOLINERAS,L-D: 24H,2022-04-12T19:13:00Z
"Calle Rosalia Castro Esquina Rafael Alberti Merello (Parque Comercial La Heredad), 4",Mérida,06800,Badajoz,1.769,NA,1.859,NA,-6.353472,38.905417,SHELL,L: 24H,2022-04-11T11:09:00Z
"Calle Rosalia De Castro, 14",Valdemoro,28340,Madrid,1.819,1.961,1.839,1.929,-3.692417,40.194778,BP,L-D: 07:00-23:00,2022-04-11T07:46:00Z
"Calle Rosegar, 8",Beniel,30130,Murcia,1.779,NA,1.799,NA,-1.006,38.041694,US ROSEMUR,L-D: 24H,2022-04-11T10:55:00Z
"Calle Rosiana, 34",Santa Lucía De Tirajana,35280,Palmas (Las),1.456,1.566,1.426,NA,-15.548972,27.91525,DISA,L: 06:00-21:30,2022-04-11T10:12:00Z
"Calle Rosita, 25",Almería,04001,Almería,1.739,NA,1.729,NA,-2.441389,36.867972,SECTOROIL,L-D: 07:00-21:30,2022-04-12T12:55:00Z
"Calle Rua Do Rio, S/N, S/N",Lalín,36500,Pontevedra,1.769,1.919,1.819,1.909,-8.121583,42.664806,REPSOL,L-S: 08:30-22:30,2022-04-12T01:23:00Z
"Calle Rua Miguel De Cervantes, 44",Foz,27780,Lugo,1.819,1.949,1.829,1.919,-7.269056,43.576306,CAMPSA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Calle Rua Uno, 41",Moraña,36660,Pontevedra,1.799,NA,1.785,NA,-8.588,42.590972,REPSOL,L-V: 07:30-23:00; S-D: 08:30-23:00,2022-04-11T00:00:00Z
"Calle Ruben Dario, 3",Huelva,21005,Huelva,1.789,1.899,1.829,1.889,-6.939472,37.269667,CH,L-D: 24H,2022-04-11T14:30:00Z
"Calle Rusia, 4",Málaga,29004,Málaga,1.809,1.949,1.809,1.899,-4.493,36.707444,BP ES GUADALHORCE,L-D: 24H,2022-04-11T09:57:00Z
"Calle Sacramento, S/N",Saelices,16430,Cuenca,NA,NA,1.71,NA,-2.808111,39.919667,SEGOBRICENSE,L-D: 24H,2022-04-11T09:57:00Z
"Calle Sadar S/N, S/N",Pamplona/Iruña,31006,Navarra,1.799,1.919,1.829,1.919,-1.645583,42.797694,REPSOL,L-S: 06:30-22:30; D: 07:00-22:30,2022-04-09T00:00:00Z
"Calle Sagasta, Nº1, 1",Ingenio,35250,Palmas (Las),1.409,1.509,1.389,1.499,-15.432861,27.917917,DISA NUEVO INGENIO,L-D: 24H,2022-04-12T16:37:00Z
"Calle Sagitario, 2",Madrid,28023,Madrid,1.789,NA,1.789,1.799,-3.801333,40.465111,BALLENOIL,L-D: 24H,2022-04-12T11:17:00Z
"Calle Sagra Alta, 1",Esquivias,45221,Toledo,NA,NA,1.789,NA,-3.772,40.107861,EL QUIJOTE,L-D: 24H,2022-04-12T10:45:00Z
"Calle Sagra, 3",Ondara,03760,Alicante,1.798,NA,1.808,NA,0.0185,38.817917,LOW COST 24H,L-D: 24H,2022-04-11T20:57:00Z
"Calle Sagunto, 1",Soneja,12480,Castellón / Castelló,1.788,NA,1.74,NA,-0.428556,39.810444,TRANSPORTES RODOLFO Y VENTURA,L-D: 24H,2022-04-12T14:33:00Z
"Calle Sain Exupery, S/N",Málaga,29007,Málaga,1.779,NA,1.789,1.819,-4.456556,36.714889,CARREFOUR,L-D: 24H,2022-04-12T12:20:00Z
"Calle Salamanca, 46",Zamora,49028,Zamora,1.814,1.946,1.825,1.925,-5.741583,41.495,CEPSA,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Calle Salvador Segui,1,",Abrera,08630,Barcelona,1.769,1.979,1.819,1.939,1.897556,41.515306,GALP,L-D: 24H,2022-04-11T11:38:00Z
"Calle Salzes, Esquina A Calle Llimeres, 1",Puçol,46530,Valencia / València,1.849,NA,1.859,NA,-0.30525,39.626389,PUÇOIL,L-D: 24H,2022-04-12T11:33:00Z
"Calle San Andres De Comesaña, 16",Vigo,36213,Pontevedra,1.809,1.949,1.829,1.899,-8.754778,42.202528,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Calle San Antonio, 14",Mislata,46920,Valencia / València,1.799,NA,1.799,1.869,-0.412528,39.474278,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle San Antonio, 21",Villalpardo,16270,Cuenca,1.711,NA,1.709,NA,-1.624528,39.469694,SAN ANTONIO DE PADUA SDAD. COOP. DE C-LM,L-D: 24H,2022-04-11T11:55:00Z
"Calle San Bartolome,",Torredelcampo,23640,Jaén,1.779,1.941,1.879,1.969,-3.899361,37.773917,BP - SAN ANDRES,L-D: 24H,2022-04-11T18:56:00Z
"Calle San Bartolome, 33",El Campello,03560,Alicante,1.809,1.949,1.809,1.899,-0.393167,38.418806,GALP,L-D: 06:00-22:00,2022-04-12T11:53:00Z
"Calle San Bartolomé, 7",Ordizia,20240,Gipuzkoa,1.749,NA,1.789,NA,-2.179528,43.051694,EROSKI,L-D: 24H,2022-04-12T11:05:00Z
"Calle San Bernardo, S/N",Leganés,28917,Madrid,1.799,1.949,1.839,1.929,-3.77875,40.360194,CAMPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle San Blas, 15",Tías,35572,Palmas (Las),1.445,1.543,1.455,1.555,-13.649278,28.951389,PCAN,L-D: 06:00-23:00,2022-04-12T10:25:00Z
"Calle San Bruno, 17",Badalona,08911,Barcelona,1.849,1.999,1.849,1.919,2.25075,41.453222,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle San Cristobal, S/N",Llucmajor,07620,Balears (Illes),1.839,NA,1.869,1.935,2.75975,39.501,CEPSA,L-S: 06:00-22:00,2022-04-11T08:39:00Z
"Calle San Dalmacio, 13",Madrid,28000,Madrid,1.687,NA,1.717,NA,-3.694917,40.34325,PLENOIL,L-D: 24H,2022-04-12T14:15:00Z
"Calle San Feliu, S/N",Vall De Boí (La),25527,Lleida,1.869,NA,1.869,NA,0.80275,42.5045,PETRONOR,L-D: 08:00-20:00,2022-04-11T23:30:00Z
"Calle San Fernando, 120",Nájera,26300,Rioja (La),1.764,NA,1.768,NA,-2.71725,42.415861,ADELFAS,L-D: 06:00-22:00,2022-04-11T11:30:00Z
"Calle San Francisco, 39",Aranda De Duero,09400,Burgos,1.809,1.951,1.809,1.899,-3.686,41.674944000000004,BP ARANDA DE DUERO,L-D: 24H,2022-04-12T00:00:00Z
"Calle San Francisco, 66",Los Navalmorales,45140,Toledo,1.789,NA,1.839,1.929,-4.642806,39.718667,BP GASOLEOS LOS NAVALMORALES,L: 07:00-22:00,2022-04-11T11:58:00Z
"Calle San Gregorio, 21",Macotera,37310,Salamanca,1.779,1.889,1.809,1.859,-5.279389,40.830472,PETRONOR,L-D: 08:30-20:30,2022-04-12T00:00:00Z
"Calle San Ildefonso, 95",Utiel,46300,Valencia / València,1.789,1.929,1.829,1.889,-1.196889,39.56375,CAMPSA,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle San Isidro, 10",Callosa D'en Sarrià,03510,Alicante,1.824,1.959,1.859,1.949,-0.121194,38.6495,REPSOL,L-D: 07:00-22:00,2022-04-09T09:49:00Z
"Calle San Isidro, 67",La Alberca De Záncara,16620,Cuenca,1.749,NA,1.789,1.839,-2.487694,39.520639,REPSOL,L-S: 08:00-14:00 y 15:00-20:00; D: 08:00-14:00,2022-04-12T00:00:00Z
"Calle San Jaime, 111",Requena,46390,Valencia / València,1.799,NA,1.799,NA,-1.151778,39.52275,COOP. EL PROGRESO,L-D: 08:00-22:00,2022-04-12T19:00:00Z
"Calle San Jose, 16",Don Benito,06711,Badajoz,NA,NA,NA,NA,-5.869139,38.952194,NO HAY,L-D: 24H,2022-04-12T11:53:00Z
"Calle San Juan Bautista, 106",Cuevas Bajas,29220,Málaga,NA,NA,1.778,NA,-4.489639,37.236417,"OLIVARERA SAN JUAN BAUTISTA, S.C.A.",L-S: 08:00-18:00,2022-04-12T10:57:00Z
"Calle San Juan Bosco ( Los Dolores), S/N",Cartagena,30310,Murcia,1.786,1.845,1.789,1.819,-1.007556,37.635278,E.S. MOLERO S.A.,L-D: 06:00-23:00,2022-04-11T23:15:00Z
"Calle San Juan De Aznalfarache,",Camas,41900,Sevilla,1.789,1.931,1.799,1.889,-6.031444,37.385583,BP,L-D: 06:30-22:30,2022-04-11T18:42:00Z
"Calle San Juan, 32",Algueña,03668,Alicante,1.819,NA,1.839,1.909,-0.998222,38.339222,CEPSA,L-D: 06:30-21:00,2022-04-11T08:28:00Z
"Calle San Juan, 38",Valdemorillo,28210,Madrid,1.769,1.919,1.809,1.899,-4.059806,40.499472,REPSOL,L-D: 06:00-23:00,2022-04-12T00:00:00Z
"Calle San Lazaro, 3",Viveiro,27850,Lugo,1.799,1.909,1.839,1.889,-7.591806,43.667167,REPSOL,L-D: 07:00-23:00,2022-04-12T00:00:00Z
"Calle San Lazaro, 83",Verín,32600,Ourense,1.809,1.959,1.839,1.929,-7.445944,41.939472,REPSOL,L-D: 06:00-22:00,2022-04-12T00:00:00Z
"Calle San Lorenzo Pi-Vi  En  Villablino, 2",Villablino,24212,León,1.819,NA,1.839,1.869,-6.345222,42.944833,VILLAGER,L-D: 07:00-23:00,2022-04-11T09:18:00Z
"Calle San Marcos, 7",Binaced,22510,Huesca,1.78,NA,1.749,NA,0.205,41.828639,COOP. SAN MARCOS,L-D: 24H,2022-04-11T10:08:00Z
"Calle San Miguel, S/N",Sástago,50780,Zaragoza,NA,NA,NA,NA,-0.338472,41.328,SDAD.COOP.SAN ANTONIO,L-D: 24H,2022-04-11T09:26:00Z
